Time,TempC,TempF,WindSpeedMiles,WindSpeedKmph,WindDirDegree,WindDir16Point,WeatherDesc,PrecipMM,PrecipInches,Humidity,VisibilityKm,VisibilityMiles,PressureMB,PressureInches,CloudCover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,Date_Month
2100,33.0,91.0,5,8.0,335.0,0,0,0.0,0.0,29,10,6,1010,30,7.0,32,90,12,54,33.0,91.0,9,14.0,32,90,4
2200,32.0,89.0,5,9.0,344.0,0,0,0.0,0.0,31,10,6,1010,30,6.0,31,88,13,55,32.0,89.0,9,15.0,31,88,4
2300,31.0,87.0,7,11.0,327.0,0,0,0.0,0.0,35,10,6,1010,30,5.0,31,88,14,56,31.0,87.0,12,19.0,31,88,4
0,30.0,86.0,4,7.0,309.0,1,0,0.0,0.0,47,10,6,1009,30,6.0,31,87,17,63,30.0,86.0,9,15.0,31,87,4
100,29.0,85.0,3,5.0,316.0,1,0,0.0,0.0,51,10,6,1009,30,6.0,30,87,18,64,29.0,85.0,9,14.0,30,87,4
200,29.0,84.0,3,5.0,308.0,1,0,0.0,0.0,54,10,6,1008,30,5.0,30,86,18,65,29.0,84.0,9,14.0,30,86,4
300,28.0,82.0,2,3.0,331.0,0,0,0.0,0.0,55,10,6,1008,30,4.0,29,85,19,65,28.0,82.0,7,11.0,29,85,4
400,27.0,81.0,1,2.0,351.0,3,0,0.0,0.0,57,10,6,1008,30,5.0,29,84,19,65,27.0,81.0,6,10.0,29,84,4
500,27.0,81.0,2,3.0,327.0,0,0,0.0,0.0,57,10,6,1008,30,4.0,28,83,19,66,27.0,81.0,6,10.0,28,83,4
600,27.0,81.0,3,5.0,1.0,3,0,0.0,0.0,57,10,6,1009,30,4.0,29,84,19,67,27.0,81.0,6,9.0,29,84,4
700,29.0,85.0,2,3.0,61.0,14,1,0.0,0.0,52,10,6,1009,30,3.0,31,88,20,67,29.0,85.0,6,10.0,31,88,4
800,32.0,89.0,3,5.0,62.0,14,1,0.0,0.0,44,10,6,1010,30,4.0,33,91,18,64,32.0,89.0,6,10.0,33,91,4
900,34.0,93.0,5,8.0,10.0,3,1,0.0,0.0,36,10,6,1009,30,4.0,35,95,17,62,34.0,93.0,6,9.0,35,95,4
1000,37.0,99.0,7,11.0,344.0,0,1,0.0,0.0,28,10,6,1009,30,4.0,38,100,15,59,37.0,99.0,8,13.0,38,100,4
1100,38.5,100.5,8,13.0,325.0,1,1,0.0,0.0,24,10,6,1008,30,4.0,41,106,15,59,38.5,100.5,9,14.0,41,106,4
1200,38.5,100.5,10,17.0,308.0,1,1,0.0,0.0,22,10,6,1007,30,4.0,42,106,16,62,38.5,100.5,12,19.0,42,106,4
1300,38.5,100.5,10,15.0,301.0,2,1,0.0,0.0,22,10,6,1005,30,4.0,42,106,17,62,38.5,100.5,14,23.0,42,106,4
1400,38.5,100.5,11,18.0,297.0,2,1,0.0,0.0,22,10,6,1004,30,5.0,42,106,17,62,38.5,100.5,17,27.0,42,106,4
1500,38.5,100.5,14,23.0,300.0,2,1,0.0,0.0,22,10,6,1004,30,4.0,42,106,16,61,38.5,100.5,19,31.0,42,106,4
1600,38.5,100.5,17,27.0,306.0,1,1,0.0,0.0,20,10,6,1003,30,4.0,41,105,14,57,38.5,100.5,19,31.0,41,105,4
1700,38.0,100.5,13,21.0,306.0,1,1,0.0,0.0,20,10,6,1004,30,4.0,38,100,12,53,38.0,100.5,17,28.0,38,100,4
1800,36.0,96.0,10,16.0,300.0,2,1,0.0,0.0,23,10,6,1005,30,4.0,35,96,12,53,36.0,96.0,14,23.0,35,96,4
1900,34.0,93.0,7,11.0,282.0,2,0,0.0,0.0,29,10,6,1006,30,5.0,33,92,13,55,34.0,93.0,10,17.0,33,92,4
2000,32.0,90.0,6,9.0,295.0,2,0,0.0,0.0,35,10,6,1007,30,5.0,32,90,14,57,32.0,90.0,9,14.0,32,90,4
2100,31.0,88.0,6,9.0,309.0,1,0,0.0,0.0,41,10,6,1007,30,5.0,32,89,16,60,31.0,88.0,9,14.0,32,89,4
2200,30.0,87.0,5,8.0,315.0,1,0,0.0,0.0,45,10,6,1007,30,5.0,31,88,17,63,30.0,87.0,7,12.0,31,88,4
2300,30.0,86.0,5,8.0,304.0,2,8,0.0,0.0,49,10,6,1007,30,70.0,31,88,18,64,30.0,86.0,7,11.0,31,88,4
0,30.0,85.0,4,6.0,311.0,1,0,0.0,0.0,51,10,6,1007,30,3.0,31,87,18,65,30.0,85.0,9,14.0,31,87,4
100,29.0,84.0,2,3.0,313.0,1,0,0.0,0.0,52,10,6,1006,30,4.0,30,87,18,65,29.0,84.0,6,10.0,30,87,4
200,29.0,84.0,1,2.0,283.0,2,0,0.0,0.0,52,10,6,1005,30,3.0,30,86,18,64,29.0,84.0,5,8.0,30,86,4
300,28.0,83.0,1,2.0,296.0,2,0,0.0,0.0,53,10,6,1005,30,3.0,30,85,18,64,28.0,83.0,2,3.0,30,85,4
400,28.0,83.0,1,1.0,269.0,4,0,0.0,0.0,55,10,6,1005,30,4.0,29,85,18,65,28.0,83.0,1,2.0,29,85,4
500,28.0,82.0,2,3.0,260.0,4,0,0.0,0.0,57,10,6,1006,30,4.0,29,85,19,65,28.0,82.0,2,4.0,29,85,4
600,28.0,82.0,1,1.0,189.0,7,0,0.0,0.0,59,10,6,1007,30,3.0,30,85,19,66,28.0,82.0,1,2.0,30,85,4
700,29.0,85.0,0,1.0,136.0,12,1,0.0,0.0,54,10,6,1007,30,3.0,31,88,21,70,29.0,85.0,3,5.0,31,88,4
800,31.0,88.0,2,3.0,310.0,1,1,0.0,0.0,46,10,6,1008,30,3.0,32,90,18,64,31.0,88.0,5,8.0,32,90,4
900,33.0,91.0,4,7.0,304.0,2,1,0.0,0.0,38,10,6,1008,30,4.0,34,93,17,62,33.0,91.0,8,13.0,34,93,4
1000,36.0,96.0,4,7.0,309.0,1,1,0.0,0.0,31,10,6,1008,30,4.0,37,99,15,59,36.0,96.0,9,15.0,37,99,4
1100,38.0,100.0,5,8.0,296.0,2,1,0.0,0.0,28,10,6,1007,30,4.0,39,103,17,62,38.0,100.0,11,17.0,39,103,4
1200,38.5,100.5,8,12.0,283.0,2,1,0.0,0.0,26,10,6,1006,30,3.0,40,105,17,62,38.5,100.5,12,19.0,40,105,4
1300,38.5,100.5,12,19.0,279.0,4,1,0.0,0.0,25,10,6,1005,30,3.0,42,106,16,61,38.5,100.5,14,22.0,42,106,4
1400,38.5,100.5,12,19.0,282.0,2,1,0.0,0.0,26,10,6,1004,30,3.0,41,106,17,62,38.5,100.5,17,27.0,41,106,4
1500,38.5,100.5,13,21.0,286.0,2,1,0.0,0.0,24,10,6,1004,30,3.0,40,104,16,60,38.5,100.5,18,28.0,40,104,4
1600,38.0,100.0,15,24.0,295.0,2,1,0.0,0.0,23,10,6,1003,30,2.0,38,101,14,57,38.0,100.0,17,28.0,38,101,4
1700,36.0,97.0,14,23.0,299.0,2,1,0.0,0.0,23,10,6,1003,30,2.0,36,96,12,54,36.0,97.0,17,27.0,36,96,4
1800,34.0,93.0,12,19.0,300.0,2,1,0.0,0.0,27,10,6,1004,30,3.0,33,92,12,54,34.0,93.0,14,22.0,33,92,4
1900,32.0,89.0,9,14.0,299.0,2,0,0.0,0.0,33,10,6,1005,30,2.0,32,89,13,56,32.0,89.0,11,18.0,32,89,4
2000,31.0,87.0,6,9.0,293.0,2,0,0.0,0.0,39,10,6,1006,30,2.0,31,88,15,58,31.0,87.0,8,13.0,31,88,4
2100,30.0,85.0,5,9.0,305.0,1,0,0.0,0.0,47,10,6,1007,30,2.0,30,87,17,62,30.0,85.0,8,13.0,30,87,4
2200,29.0,84.0,6,9.0,314.0,1,0,0.0,0.0,54,10,6,1007,30,2.0,30,86,19,65,29.0,84.0,8,13.0,30,86,4
2300,28.0,83.0,4,7.0,322.0,1,0,0.0,0.0,59,10,6,1007,30,2.0,30,85,19,67,28.0,83.0,6,9.0,30,85,4
0,28.0,82.0,4,7.0,315.0,1,0,0.0,0.0,56,10,6,1007,30,2.0,29,85,18,65,28.0,82.0,6,10.0,29,85,4
100,28.0,82.0,4,6.0,322.0,1,0,0.0,0.0,58,10,6,1006,30,0.0,29,84,19,65,28.0,82.0,5,9.0,29,84,4
200,27.0,81.0,4,6.0,332.0,0,0,0.0,0.0,61,10,6,1006,30,0.0,29,83,19,66,27.0,81.0,6,9.0,29,83,4
300,27.0,80.0,4,6.0,347.0,0,0,0.0,0.0,63,10,6,1006,30,0.0,28,83,19,66,27.0,80.0,6,9.0,28,83,4
400,26.0,79.0,3,5.0,355.0,3,0,0.0,0.0,65,10,6,1006,30,0.0,28,82,19,66,26.0,79.0,5,8.0,28,82,4
500,26.0,79.0,4,6.0,353.0,3,0,0.0,0.0,66,10,6,1007,30,2.0,28,82,19,67,26.0,79.0,5,9.0,28,82,4
600,26.0,79.0,3,4.0,13.0,6,0,0.0,0.0,67,10,6,1007,30,2.0,28,82,19,67,26.0,79.0,4,6.0,28,82,4
700,27.0,81.0,3,4.0,38.0,11,1,0.0,0.0,62,10,6,1008,30,1.0,29,84,21,70,27.0,81.0,3,5.0,29,84,4
800,29.0,84.0,3,5.0,11.0,3,1,0.0,0.0,54,10,6,1009,30,0.0,30,87,19,65,29.0,84.0,4,6.0,30,87,4
900,31.0,88.0,5,8.0,337.0,0,1,0.0,0.0,42,10,6,1009,30,0.0,32,89,17,62,31.0,88.0,5,9.0,32,89,4
1000,34.0,92.0,5,8.0,318.0,1,1,0.0,0.0,34,10,6,1009,30,0.0,35,95,15,59,34.0,92.0,8,13.0,35,95,4
1100,35.0,96.0,7,12.0,295.0,2,1,0.0,0.0,27,10,6,1008,30,0.0,37,98,17,63,35.0,96.0,11,18.0,37,98,4
1200,37.0,98.0,12,19.0,285.0,2,1,0.0,0.0,25,10,6,1007,30,0.0,38,100,17,62,37.0,98.0,13,22.0,38,100,4
1300,37.0,99.0,12,19.0,284.0,2,1,0.0,0.0,26,10,6,1006,30,0.0,38,101,16,61,37.0,99.0,17,28.0,38,101,4
1400,37.0,99.0,13,21.0,283.0,2,1,0.0,0.0,28,10,6,1005,30,0.0,39,103,16,61,37.0,99.0,17,28.0,39,103,4
1500,37.0,99.0,15,24.0,283.0,2,1,0.0,0.0,31,10,6,1005,30,0.0,39,102,18,64,37.0,99.0,17,28.0,39,102,4
1600,36.0,96.0,14,23.0,283.0,2,1,0.0,0.0,34,10,6,1005,30,0.0,38,100,18,64,36.0,96.0,19,30.0,38,100,4
1700,34.0,93.0,13,21.0,285.0,2,1,0.0,0.0,38,10,6,1006,30,0.0,36,96,18,64,34.0,93.0,15,24.0,36,96,4
1800,32.0,90.0,10,16.0,280.0,4,1,0.0,0.0,43,10,6,1006,30,0.0,34,92,18,64,32.0,90.0,11,18.0,34,92,4
1900,30.0,87.0,7,12.0,276.0,4,0,0.0,0.0,48,10,6,1007,30,0.0,32,89,18,64,30.0,87.0,9,14.0,32,89,4
2000,29.0,85.0,6,10.0,275.0,4,0,0.0,0.0,52,10,6,1008,30,0.0,31,87,18,64,29.0,85.0,9,14.0,31,87,4
2100,29.0,84.0,5,8.0,282.0,2,0,0.0,0.0,55,10,6,1008,30,3.0,30,86,18,65,29.0,84.0,7,12.0,30,86,4
2200,28.0,83.0,5,8.0,297.0,2,0,0.0,0.0,58,10,6,1009,30,4.0,30,86,19,66,28.0,83.0,7,11.0,30,86,4
2300,28.0,82.0,5,8.0,300.0,2,0,0.0,0.0,60,10,6,1008,30,3.0,29,85,19,67,28.0,82.0,7,11.0,29,85,4
0,27.0,81.0,3,5.0,302.0,2,0,0.0,0.0,64,10,6,1008,30,2.0,29,84,20,68,27.0,81.0,8,12.0,29,84,4
100,27.0,80.0,4,6.0,314.0,1,0,0.0,0.0,66,10,6,1007,30,2.0,29,84,20,68,27.0,80.0,5,9.0,29,84,4
200,27.0,80.0,4,6.0,340.0,0,0,0.0,0.0,68,10,6,1006,30,0.0,28,83,20,68,27.0,80.0,5,8.0,28,83,4
300,26.0,79.0,3,5.0,344.0,0,0,0.0,0.0,70,10,6,1006,30,0.0,28,82,20,68,26.0,79.0,4,7.0,28,82,4
400,26.0,79.0,3,4.0,350.0,3,0,0.0,0.0,72,10,6,1006,30,4.0,28,82,20,69,26.0,79.0,4,6.0,28,82,4
500,26.0,78.0,2,4.0,12.0,6,0,0.0,0.0,73,10,6,1007,30,5.0,28,82,20,69,26.0,78.0,4,6.0,28,82,4
600,26.0,79.0,2,4.0,20.0,6,0,0.0,0.0,74,10,6,1008,30,9.0,28,83,21,69,26.0,79.0,3,5.0,28,83,4
700,27.0,81.0,2,3.0,31.0,6,1,0.0,0.0,70,10,6,1009,30,11.0,29,85,21,69,27.0,81.0,2,4.0,29,85,4
800,29.0,84.0,2,3.0,3.0,3,1,0.0,0.0,62,10,6,1009,30,2.0,31,87,20,69,29.0,84.0,5,7.0,31,87,4
900,31.0,87.0,4,6.0,331.0,0,1,0.0,0.0,51,10,6,1010,30,0.0,32,90,19,66,31.0,87.0,5,8.0,32,90,4
1000,33.0,91.0,6,10.0,309.0,1,1,0.0,0.0,41,10,6,1009,30,0.0,35,95,18,64,33.0,91.0,7,12.0,35,95,4
1100,34.0,94.0,7,11.0,296.0,2,1,0.0,0.0,35,10,6,1008,30,0.0,37,98,19,67,34.0,94.0,11,18.0,37,98,4
1200,35.0,96.0,10,16.0,292.0,2,1,0.0,0.0,32,10,6,1007,30,4.0,38,100,19,66,35.0,96.0,15,24.0,38,100,4
1300,36.0,97.0,11,18.0,290.0,2,1,0.0,0.0,30,10,6,1006,30,2.0,38,101,18,64,36.0,97.0,17,27.0,38,101,4
1400,36.0,97.0,12,20.0,290.0,2,1,0.0,0.0,30,10,6,1006,30,0.0,38,100,17,63,36.0,97.0,17,28.0,38,100,4
1500,35.0,96.0,13,21.0,291.0,2,1,0.0,0.0,31,10,6,1005,30,0.0,37,99,18,64,35.0,96.0,18,28.0,37,99,4
1600,34.0,94.0,12,20.0,291.0,2,1,0.0,0.0,33,10,6,1005,30,0.0,36,97,18,64,34.0,94.0,17,28.0,36,97,4
1700,33.0,91.0,13,21.0,292.0,2,1,0.0,0.0,36,10,6,1005,30,0.0,34,94,18,64,33.0,91.0,18,29.0,34,94,4
1800,31.0,88.0,11,18.0,285.0,2,1,0.0,0.0,40,10,6,1006,30,0.0,33,91,18,65,31.0,88.0,15,25.0,33,91,4
1900,30.0,86.0,9,14.0,279.0,4,0,0.0,0.0,49,10,6,1007,30,0.0,31,88,18,64,30.0,86.0,11,17.0,31,88,4
2000,29.0,84.0,7,12.0,275.0,4,0,0.0,0.0,53,10,6,1008,30,0.0,31,87,18,65,29.0,84.0,10,16.0,31,87,4
2100,29.0,84.0,6,10.0,280.0,4,0,0.0,0.0,56,10,6,1008,30,0.0,30,86,19,66,29.0,84.0,8,13.0,30,86,4
2200,28.0,83.0,5,8.0,296.0,2,0,0.0,0.0,58,10,6,1009,30,2.0,30,86,19,67,28.0,83.0,7,11.0,30,86,4
2300,27.0,81.0,3,5.0,298.0,2,0,0.0,0.0,61,10,6,1009,30,3.0,29,84,20,67,27.0,81.0,4,7.0,29,84,4
0,27.0,81.0,5,8.0,275.0,4,0,0.0,0.0,65,10,6,1007,30,2.0,29,84,20,67,27.0,81.0,7,12.0,29,84,4
100,27.0,80.0,4,6.0,287.0,2,0,0.0,0.0,66,10,6,1007,30,0.0,28,83,20,67,27.0,80.0,5,8.0,28,83,4
200,26.0,78.0,2,3.0,304.0,1,0,0.0,0.0,66,10,6,1007,30,0.0,28,82,19,67,26.0,78.0,3,4.0,28,82,4
300,25.0,77.0,1,1.0,283.0,2,0,0.0,0.0,67,10,6,1006,30,0.0,27,80,21,70,25.0,77.0,1,1.0,27,80,4
400,25.0,76.0,0,1.0,167.0,10,0,0.0,0.0,68,10,6,1006,30,0.0,27,80,21,69,25.0,76.0,3,5.0,27,80,4
500,24.0,76.0,1,1.0,200.0,8,0,0.0,0.0,69,10,6,1007,30,0.0,26,79,21,69,24.0,76.0,1,2.0,26,79,4
600,25.0,77.0,1,1.0,119.0,13,0,0.0,0.0,70,10,6,1008,30,0.0,27,81,21,69,25.0,77.0,3,5.0,27,81,4
700,27.0,80.0,1,1.0,137.0,12,1,0.0,0.0,65,10,6,1009,30,0.0,28,83,21,70,27.0,80.0,4,7.0,28,83,4
800,28.0,83.0,1,2.0,301.0,2,1,0.0,0.0,59,10,6,1009,30,3.0,30,86,19,67,28.0,83.0,4,7.0,30,86,4
900,30.0,86.0,4,6.0,298.0,2,1,0.0,0.0,50,10,6,1010,30,3.0,31,89,19,65,30.0,86.0,4,6.0,31,89,4
1000,32.0,90.0,6,10.0,300.0,2,1,0.0,0.0,42,10,6,1009,30,3.0,35,94,17,63,32.0,90.0,7,12.0,35,94,4
1100,34.0,93.0,9,14.0,294.0,2,1,0.0,0.0,37,10,6,1009,30,3.0,37,99,20,68,34.0,93.0,10,16.0,37,99,4
1200,35.0,95.0,9,14.0,285.0,2,1,0.0,0.0,34,10,6,1008,30,8.0,38,101,19,67,35.0,95.0,16,25.0,38,101,4
1300,36.0,96.0,10,16.0,280.0,4,1,0.0,0.0,33,10,6,1007,30,8.0,39,101,19,66,36.0,96.0,15,25.0,39,101,4
1400,36.0,97.0,11,18.0,279.0,4,1,0.0,0.0,34,10,6,1006,30,6.0,39,102,19,65,36.0,97.0,17,27.0,39,102,4
1500,35.0,95.0,12,19.0,280.0,4,1,0.0,0.0,35,10,6,1005,30,3.0,38,100,19,66,35.0,95.0,18,29.0,38,100,4
1600,35.0,94.0,12,20.0,278.0,4,3,0.2,0.0,37,10,6,1005,30,74.0,37,99,19,66,35.0,94.0,18,29.0,37,99,4
1700,33.0,92.0,12,19.0,284.0,2,1,0.0,0.0,41,10,6,1005,30,2.0,35,95,19,65,33.0,92.0,16,26.0,35,95,4
1800,31.0,89.0,12,19.0,288.0,2,1,0.0,0.0,45,10,6,1006,30,2.0,33,92,18,65,31.0,89.0,14,22.0,33,92,4
1900,30.0,86.0,7,11.0,288.0,2,0,0.0,0.0,51,10,6,1006,30,2.0,32,89,19,65,30.0,86.0,11,17.0,32,89,4
2000,29.0,85.0,5,8.0,291.0,2,0,0.0,0.0,54,10,6,1008,30,2.0,31,88,19,65,29.0,85.0,7,11.0,31,88,4
2100,29.0,84.0,5,8.0,288.0,2,0,0.0,0.0,57,10,6,1008,30,0.0,30,87,19,66,29.0,84.0,7,11.0,30,87,4
2200,27.0,81.0,4,7.0,284.0,2,0,0.0,0.0,60,10,6,1009,30,0.0,30,85,20,67,27.0,81.0,6,9.0,30,85,4
2300,27.0,80.0,5,8.0,295.0,2,0,0.0,0.0,63,10,6,1009,30,2.0,29,84,22,71,27.0,80.0,6,10.0,29,84,4
0,27.0,80.0,4,7.0,290.0,2,0,0.0,0.0,62,10,6,1008,30,7.0,29,84,21,70,27.0,80.0,6,10.0,29,84,4
100,26.0,79.0,4,6.0,299.0,2,0,0.0,0.0,64,10,6,1007,30,10.0,28,83,20,67,26.0,79.0,5,8.0,28,83,4
200,26.0,78.0,3,5.0,313.0,1,0,0.0,0.0,65,10,6,1007,30,13.0,28,82,21,70,26.0,78.0,4,7.0,28,82,4
300,25.0,77.0,2,3.0,333.0,0,0,0.0,0.0,65,10,6,1007,30,10.0,27,81,21,70,25.0,77.0,2,4.0,27,81,4
400,25.0,76.0,0,1.0,121.0,13,0,0.0,0.0,67,10,6,1007,30,11.0,27,80,21,69,25.0,76.0,4,6.0,27,80,4
500,25.0,77.0,0,0.0,36.0,11,0,0.0,0.0,68,10,6,1008,30,12.0,27,80,21,69,25.0,77.0,4,7.0,27,80,4
600,25.0,78.0,2,3.0,334.0,0,0,0.0,0.0,68,10,6,1008,30,9.0,27,81,21,70,25.0,78.0,3,5.0,27,81,4
700,27.0,80.0,2,3.0,343.0,0,1,0.0,0.0,65,10,6,1009,30,8.0,29,84,21,70,27.0,80.0,2,3.0,29,84,4
800,29.0,83.0,2,3.0,312.0,1,1,0.0,0.0,59,10,6,1010,30,7.0,30,87,20,67,29.0,83.0,2,3.0,30,87,4
900,30.0,87.0,3,5.0,307.0,1,1,0.0,0.0,50,10,6,1010,30,7.0,32,89,19,65,30.0,87.0,4,6.0,32,89,4
1000,33.0,91.0,5,8.0,302.0,2,1,0.0,0.0,42,10,6,1009,30,6.0,35,95,17,63,33.0,91.0,5,9.0,35,95,4
1100,35.0,95.0,6,10.0,298.0,2,1,0.0,0.0,35,10,6,1009,30,6.0,38,100,19,66,35.0,95.0,7,11.0,38,100,4
1200,36.0,98.0,7,11.0,286.0,2,1,0.0,0.0,32,10,6,1008,30,6.0,39,102,19,66,36.0,98.0,10,17.0,39,102,4
1300,38.0,100.0,9,14.0,272.0,4,1,0.0,0.0,31,10,6,1007,30,7.0,41,106,18,64,38.0,100.0,10,17.0,41,106,4
1400,36.0,98.0,10,16.0,264.0,4,1,0.0,0.0,34,10,6,1005,30,6.0,40,104,20,68,36.0,98.0,14,23.0,40,104,4
1500,36.0,97.0,12,20.0,270.0,4,1,0.0,0.0,40,10,6,1005,30,18.0,41,105,20,67,36.0,97.0,18,28.0,41,105,4
1600,35.0,95.0,12,20.0,280.0,4,1,0.0,0.0,43,10,6,1004,30,7.0,39,103,22,71,35.0,95.0,17,27.0,39,103,4
1700,34.0,93.0,14,22.0,284.0,2,1,0.0,0.0,45,10,6,1004,30,3.0,37,98,21,69,34.0,93.0,16,26.0,37,98,4
1800,32.0,90.0,10,16.0,285.0,2,1,0.0,0.0,48,10,6,1005,30,5.0,35,94,20,67,32.0,90.0,14,23.0,35,94,4
1900,31.0,87.0,6,10.0,273.0,4,0,0.0,0.0,51,10,6,1007,30,5.0,33,91,19,66,31.0,87.0,10,16.0,33,91,4
2000,30.0,86.0,6,9.0,268.0,4,0,0.0,0.0,53,10,6,1008,30,5.0,32,89,19,66,30.0,86.0,8,12.0,32,89,4
2100,29.0,85.0,5,8.0,261.0,4,0,0.0,0.0,55,10,6,1008,30,5.0,31,88,19,66,29.0,85.0,7,11.0,31,88,4
2200,29.0,84.0,5,8.0,254.0,5,0,0.0,0.0,58,10,6,1009,30,4.0,31,87,19,67,29.0,84.0,7,12.0,31,87,4
2300,28.0,82.0,5,8.0,245.0,5,0,0.0,0.0,62,10,6,1009,30,4.0,30,86,20,68,28.0,82.0,6,10.0,30,86,4
0,27.0,81.0,4,7.0,242.0,5,0,0.0,0.0,61,10,6,1008,30,4.0,29,85,22,71,27.0,81.0,6,10.0,29,85,4
100,27.0,80.0,4,6.0,241.0,5,0,0.0,0.0,63,10,6,1008,30,5.0,29,84,22,72,27.0,80.0,6,9.0,29,84,4
200,27.0,80.0,3,5.0,237.0,5,0,0.0,0.0,65,10,6,1007,30,5.0,29,84,22,72,27.0,80.0,4,7.0,29,84,4
300,27.0,80.0,3,5.0,230.0,9,0,0.0,0.0,66,10,6,1007,30,7.0,29,84,20,68,27.0,80.0,4,7.0,29,84,4
400,26.0,79.0,3,5.0,252.0,5,0,0.0,0.0,67,10,6,1007,30,7.0,28,83,20,68,26.0,79.0,5,8.0,28,83,4
500,26.0,78.0,2,4.0,226.0,9,0,0.0,0.0,69,10,6,1008,30,7.0,28,82,22,72,26.0,78.0,4,6.0,28,82,4
600,26.0,79.0,3,5.0,188.0,7,0,0.0,0.0,69,10,6,1008,30,6.0,29,84,22,72,26.0,79.0,5,8.0,29,84,4
700,28.0,82.0,4,6.0,190.0,7,1,0.0,0.0,65,10,6,1009,30,7.0,30,86,22,72,28.0,82.0,5,8.0,30,86,4
800,29.0,85.0,4,7.0,202.0,8,1,0.0,0.0,58,10,6,1010,30,8.0,31,88,20,68,29.0,85.0,5,8.0,31,88,4
900,31.0,88.0,6,9.0,212.0,8,1,0.0,0.0,48,10,6,1010,30,8.0,33,91,19,66,31.0,88.0,6,10.0,33,91,4
1000,34.0,93.0,5,8.0,228.0,9,1,0.0,0.0,41,10,6,1010,30,6.0,37,98,18,64,34.0,93.0,10,15.0,37,98,4
1100,36.0,96.0,6,10.0,237.0,5,1,0.0,0.0,37,10,6,1009,30,5.0,39,103,20,68,36.0,96.0,12,19.0,39,103,4
1200,37.0,98.0,8,13.0,241.0,5,1,0.0,0.0,35,10,6,1009,30,5.0,41,105,20,67,37.0,98.0,14,22.0,41,105,4
1300,37.0,99.0,10,16.0,246.0,5,1,0.0,0.0,36,10,6,1008,30,3.0,41,106,20,68,37.0,99.0,16,25.0,41,106,4
1400,37.0,98.0,11,18.0,249.0,5,1,0.0,0.0,38,10,6,1007,30,3.0,41,106,21,69,37.0,98.0,17,27.0,41,106,4
1500,36.0,97.0,13,21.0,254.0,5,1,0.0,0.0,40,10,6,1006,30,9.0,41,105,21,69,36.0,97.0,17,28.0,41,105,4
1600,35.0,95.0,15,24.0,255.0,5,1,0.0,0.0,44,10,6,1006,30,10.0,39,102,21,70,35.0,95.0,20,32.0,39,102,4
1700,33.0,91.0,15,23.0,252.0,5,1,0.0,0.0,49,10,6,1006,30,9.0,37,98,21,70,33.0,91.0,17,27.0,37,98,4
1800,31.0,89.0,12,19.0,246.0,5,1,0.0,0.0,54,10,6,1007,30,13.0,35,94,21,70,31.0,89.0,13,22.0,35,94,4
1900,30.0,86.0,9,14.0,239.0,5,0,0.0,0.0,59,10,6,1008,30,13.0,33,91,21,70,30.0,86.0,10,17.0,33,91,4
2000,29.0,85.0,8,12.0,229.0,9,0,0.0,0.0,61,10,6,1009,30,13.0,32,89,21,69,29.0,85.0,10,16.0,32,89,4
2100,29.0,84.0,6,10.0,219.0,9,0,0.0,0.0,63,10,6,1009,30,15.0,31,88,21,69,29.0,84.0,8,13.0,31,88,4
2200,28.0,83.0,6,10.0,215.0,9,0,0.0,0.0,65,10,6,1010,30,6.0,30,87,21,69,28.0,83.0,9,14.0,30,87,4
2300,28.0,82.0,6,10.0,216.0,9,0,0.0,0.0,67,10,6,1010,30,14.0,30,86,21,69,28.0,82.0,9,14.0,30,86,4
0,28.0,82.0,7,11.0,219.0,9,7,0.0,0.0,65,10,6,1009,30,90.0,30,85,20,68,28.0,82.0,10,15.0,30,85,4
100,27.0,81.0,5,8.0,190.0,7,0,0.0,0.0,66,10,6,1009,30,19.0,29,85,20,68,27.0,81.0,7,11.0,29,85,4
200,27.0,80.0,4,7.0,161.0,10,0,0.0,0.0,67,10,6,1008,30,13.0,29,84,20,69,27.0,80.0,6,10.0,29,84,4
300,27.0,80.0,4,7.0,156.0,10,2,0.0,0.0,69,10,6,1008,30,56.0,29,83,20,69,27.0,80.0,6,10.0,29,83,4
400,26.0,79.0,4,6.0,201.0,8,0,0.0,0.0,70,10,6,1008,30,10.0,28,83,20,69,26.0,79.0,9,14.0,28,83,4
500,26.0,79.0,4,7.0,224.0,9,0,0.0,0.0,71,10,6,1009,30,5.0,28,83,20,69,26.0,79.0,7,11.0,28,83,4
600,27.0,80.0,4,7.0,213.0,8,0,0.0,0.0,70,10,6,1009,30,2.0,29,84,20,69,27.0,80.0,6,10.0,29,84,4
700,28.0,82.0,6,9.0,215.0,9,1,0.0,0.0,64,10,6,1010,30,2.0,30,85,20,68,28.0,82.0,10,16.0,30,85,4
800,29.0,84.0,6,10.0,200.0,8,1,0.0,0.0,57,10,6,1010,30,1.0,31,87,19,67,29.0,84.0,11,18.0,31,87,4
900,31.0,87.0,8,13.0,212.0,8,1,0.0,0.0,49,10,6,1011,30,0.0,32,90,18,65,31.0,87.0,13,21.0,32,90,4
1000,32.0,90.0,10,15.0,224.0,9,1,0.0,0.0,43,10,6,1011,30,0.0,35,95,18,64,32.0,90.0,14,23.0,35,95,4
